geonames_id,wikidata_id
2993476,Q22697
2993598,#
2994160,Q22690
2994164,#
2994945,Q21921
2995281,Q123649
2996944,Q1542
2997552,#
2997638,Q318535
3005948,Q22435
3007477,Q167141
3010608,#
3011455,Q21432
3011969,Q83485
3013196,#
3013221,#
3014026,#
3014078,Q22730
3017059,Q49350571
3018659,Q392059
3018760,#
3020676,#
3020860,Q21233
3021392,Q22695
3021518,Q22813
3021888,Q317287
3021907,#
3021933,#
3021971,#
3023964,Q21580
3024297,#
3024635,#
3027484,#
3030995,#
3032213,Q160927
3032429,Q457569
3033332,#
3033471,#
3033625,Q188496
3033791,Q171545
3036145,#
3036938,Q48292
3038008,Q22801
3038012,Q208119
3054643,Q1781
3060972,Q1780
3067696,Q1085
3067785,#
3068815,Q938550
3069011,Q81137
3071507,Q616877
3071583,Q2002732
3076361,Q2234041
3077835,Q193719
3077836,#
3077837,Q1068637
3077889,Q188082
3077895,Q341243
3077916,Q16506
3077929,Q740863
3078550,#
3078610,Q14960
3081368,Q1799
3081430,Q983726
3083271,Q33507186
3083829,Q49279731
3084093,Q387396
3088171,Q268
3091733,Q971043
3092472,Q146820
3093315,Q49285774
3094802,Q31487
3096472,Q588
3098925,Q49283390
3099174,Q717947
3099213,Q66013
3099434,Q1792
3099649,Q281858
3117735,Q116170766
3129136,Q55695431
3164603,Q33723961
3165524,Q33721642
3166548,Q49280771
3169070,Q220
3169561,Q49280740
3171366,Q49280716
3171728,Q18510063
3172394,Q49295418
3173113,Q30027705
3173435,Q49295412
3173577,Q30027458
3177090,Q49280558
3181018,Q30023480
3181397,Q1014830
3181730,Q30023022
3181913,Q49280504
3181928,Q49295398
3182351,#
3198114,Q3111270
3206188,Q49285229
3207076,Q826774
3207402,#
3207529,#
3207532,Q32183210
3207540,Q678360
3207549,Q49294473
3207593,#
3207690,Q31923346
3207699,Q31983312
3207786,Q32066360
3207796,Q559849
3207806,Q33465220
3207902,#
3208010,Q32274599
3208027,Q882370
3208037,Q697766
3208053,Q570394
3208086,Q32095409
3208098,#
3208134,Q634161
3209429,Q80683
3209903,Q49281528
3217367,#
3217464,Q18452381
3225108,Q32246480
3247449,Q1017
3272454,Q49290550
3272456,Q32747500
3272935,Q49282520
3274966,Q33456079
3274976,#
3274987,Q31877341
3274989,Q32132601
3323071,#
3323924,#
3333846,#
3336896,Q32063155
3337504,Q574429
3339118,Q635831
554234,Q1829
588409,Q1770
6290616,#
6324757,Q5943
6450620,Q22775
6544447,#
6545310,Q2013767
6548547,Q46823
6550258,Q368559
6552335,Q579011
6552336,Q712104
6552337,Q569750
6553533,Q678623
6553557,Q630786
6553659,Q652238
6553999,Q571752
6554192,Q645625
6554870,Q652246
6554995,Q561627
6555179,Q654617
6555293,Q668509
6555647,Q632421
6556029,Q177338
6556952,Q509410
6640176,#
665087,Q16898582
7118086,Q462159
724126,Q514200
7290252,Q569827
7290401,Q567307
7303020,Q6837
745044,Q406
7669466,#
776337,Q809585
8299584,Q65716
8629513,#
